1	2	100	11.111	11.111	10	10	0.1	0.45	0.45	1	1	1	1	1	1	1	0.1	1	1	37	37	74.666	80.127	11.856	0.0042024	14.128	39.15	39.15	82.83	81.051	20.434	0.010812	14.171	39	39	81.934	81.051	0	0.0096225	7.85E-06
2	2	100	11.111	11.111	10	10	0.1	0.36	0.54	1	1	1	1	1	1	1	0.1	1	2	0	73	76.265	75.876	20.025	0.0024764	9.7712	31.32	46.98	82.83	81.02	20.505	0.010161	20.42	31.2	46.8	81.934	81.02	0	0.014417	1.09E-05
3	2	100	11.111	11.111	10	10	0.1	0.225	0.675	1	1	1	1	1	1	1	0.1	1	3	0	75	79.003	78.646	18.926	0.0040008	22.481	19.575	58.725	82.83	80.779	23	0.018585	18.849	19.5	58.5	81.934	80.779	0	0.0089488	8.45E-06
4	2	100	11.111	11.111	10	10	0.1	0.54	0.36	1	1	1	1	1	1	1	0.1	1	4	73	0	76.265	75.876	20.025	0.0024112	13.771	46.98	31.32	82.83	81.041	20.41	0.018251	24.059	46.8	31.2	81.934	81.041	0	0.037114	2.60E-05
5	2	100	11.111	11.111	10	10	0.1	0.675	0.225	1	1	1	1	1	1	1	0.1	1	5	75	0	79.003	78.646	18.926	0.010561	14.817	58.725	19.575	82.83	80.768	22.992	0.01675	18.458	58.5	19.5	81.934	80.768	0	0.013532	1.27E-05
6	2	100	10.87	11.364	10	10	0.1	0.45	0.45	1	1	1	1	1	1	1	0.1	2	1	0	71	91.501	91.045	21.121	0.0036712	9.5815	0	72	93.374	91.045	21.121	0.0045773	7.85E-06	0	71.818	92.422	91.045	0	0.0090496	7.85E-06
7	2	100	10.87	11.364	10	10	0.1	0.36	0.54	1	1	1	1	1	1	1	0.1	2	2	0	74	94.663	94.176	23.236	0.0021414	9.9662	0	74.25	96.292	94.176	23.236	0.0046504	9.8657	0	74.063	95.31	94.176	23.236	0.011501	1.21E-05
8	2	100	10.87	11.364	10	10	0.1	0.225	0.675	1	1	1	1	1	1	1	0.1	2	3	0	76	98.051	97.614	22.003	0.0036392	10.303	0	76.645	99.398	97.456	24.864	0.0045514	10.712	0	76.452	98.385	97.614	22.003	0.0089663	9.66E-06
9	2	100	10.87	11.364	10	10	0.1	0.54	0.36	1	1	1	1	1	1	1	0.1	2	4	0	68	87.11	86.781	21.201	0.0028296	11.082	0	68.87	89.314	86.575	24.121	0.0047452	12.212	0	68.696	88.404	86.575	0	0.0088057	7.85E-06
10	2	100	10.87	11.364	10	10	0.1	0.675	0.225	1	1	1	1	1	1	1	0.1	2	5	0	60	75.959	75.8	20.572	0.0035909	9.9729	0	60.923	79.009	75.426	23.585	0.0073713	10.464	0	60.769	78.203	75.426	0	0.010732	1.21E-05
11	2	100	10.526	11.765	10	10	0.1	0.45	0.45	1	1	1	1	1	1	1	0.1	3	1	0	72	120.07	119.52	24.832	0.0035003	9.5758	0	73.636	122.36	119.1	31.407	0.0059846	9.6164	0	72.727	121.21	119.46	28.018	0.0087967	9.9716
12	2	100	10.526	11.765	10	10	0.1	0.36	0.54	1	1	1	1	1	1	1	0.1	3	2	0	75	124.23	123.64	27.139	0.0035625	11.884	0	75.938	126.19	123.41	30.44	0.0069614	13.534	0	75	124.99	123.64	27.139	0.010464	1.39E-05
13	2	100	10.526	11.765	10	10	0.1	0.225	0.675	1	1	1	1	1	1	1	0.1	3	3	0	77	128.6	128.07	25.741	0.0024728	10.526	0	78.387	130.26	127.98	28.921	0.004485	10.913	0	77.419	129.03	128.07	25.741	0.0086234	9.06E-06
14	2	100	10.526	11.765	10	10	0.1	0.54	0.36	1	1	1	1	1	1	1	0.1	3	4	0	69	114.37	113.98	24.973	0.0031393	9.9668	0	70.435	117.04	113.78	28.212	0.0044868	10.22	0	69.565	115.94	113.78	0	0.0093708	1.03E-05
15	2	100	10.526	11.765	10	10	0.1	0.675	0.225	1	1	1	1	1	1	1	0.1	3	5	0	61	99.855	99.613	24.417	0.0033609	9.6828	0	62.308	103.54	99.193	27.774	0.0044874	9.8799	0	61.538	102.56	99.193	0	0.0090997	7.85E-06
