1	5	100	11.111	11.111	11.111	11.111	11.111	10	10	10	10	10	0.1	0.18	0.18	0.18	0.18	0.18	1	1	1	2	2	2	2	1	1	1	0.1	1	1	0	0	21	21	21	63.991	69.5	5.0875	0.18419	13.697	15.66	15.66	15.66	15.66	15.66	82.83	78.16	27.872	0.2876	19.486	15.6	15.6	15.6	15.6	15.6	81.934	78.16	0	0.033493	6.04E-06
2	5	100	11.111	11.111	11.111	11.111	11.111	10	10	10	10	10	0.1	0.144	0.162	0.18	0.198	0.216	1	1	1	2	2	2	2	1	1	1	0.1	1	2	0	0	0	31	34	65.635	70.178	11.093	0.023176	10.401	12.528	14.094	15.66	17.226	18.792	82.83	78.899	25.111	0.19636	19.691	12.48	14.04	15.6	17.16	18.72	81.934	79.381	22.493	0.0074535	19.802
3	5	100	11.111	11.111	11.111	11.111	11.111	10	10	10	10	10	0.1	0.09	0.135	0.18	0.225	0.27	1	1	1	2	2	2	2	1	1	1	0.1	1	3	0	0	0	30	37	68.211	72.648	10.6	0.023335	10.561	7.83	11.745	15.66	19.575	23.49	82.83	78.816	25.025	0.20305	19.827	7.8	11.7	15.6	19.5	23.4	81.934	78.816	0	0.0060438	7.55E-06
4	5	100	11.111	11.111	11.111	11.111	11.111	10	10	10	10	10	0.1	0.216	0.198	0.18	0.162	0.144	1	1	1	2	2	2	2	1	1	1	0.1	1	4	34	31	0	0	0	65.635	70.185	11.07	0.02241	10.68	18.792	17.226	15.66	14.094	12.528	82.83	78.885	25.022	0.20494	19.837	18.72	17.16	15.6	14.04	12.48	81.934	79.446	22.307	0.0059493	19.748
5	5	100	11.111	11.111	11.111	11.111	11.111	10	10	10	10	10	0.1	0.27	0.225	0.18	0.135	0.09	1	1	1	2	2	2	2	1	1	1	0.1	1	5	37	30	0	0	0	68.211	72.596	10.734	0.023024	10.478	23.49	19.575	15.66	11.745	7.83	82.83	78.785	25.034	0.19878	19.708	23.4	19.5	15.6	11.7	7.8	81.934	78.785	0	0.0060354	9.36E-06
6	5	100	10.87	10.989	11.111	11.236	11.364	10	10	10	10	10	0.1	0.18	0.18	0.18	0.18	0.18	1	1	1	2	2	2	2	1	1	1	0.1	2	1	0	0	0	32	32	75.225	80.443	13.017	0.022846	11.217	0	0	23.344	24.909	25.552	87.038	82.945	25.391	0.17812	13.73	0	0	23.125	24.429	25.858	86.128	83.394	22.652	0.0060018	13.658
7	5	100	10.87	10.989	11.111	11.236	11.364	10	10	10	10	10	0.1	0.144	0.162	0.18	0.198	0.216	1	1	1	2	2	2	2	1	1	1	0.1	2	2	0	0	0	31	34	78.001	82.62	11.287	0.023775	10.587	0	0	21.268	25.321	28.306	88.879	85.559	22.088	0.171	13.598	0	0	21.037	24.853	28.632	87.957	85.291	24.894	0.0063294	13.898
8	5	100	10.87	10.989	11.111	11.236	11.364	10	10	10	10	10	0.1	0.09	0.135	0.18	0.225	0.27	1	1	1	2	2	2	2	1	1	1	0.1	2	3	0	0	0	30	38	81.225	86.496	12.579	0.024305	11.099	0	0	18.348	25.583	32.159	91.171	88.078	23.815	0.15851	14.009	0	0	18.065	25.522	32.248	90.229	88.078	0	0.0072977	7.24E-06
9	5	100	10.87	10.989	11.111	11.236	11.364	10	10	10	10	10	0.1	0.216	0.198	0.18	0.162	0.144	1	1	1	2	2	2	2	1	1	1	0.1	2	4	0	0	0	32	29	71.723	76.581	12.151	0.026966	10.642	0	0	25.802	24.419	22.296	84.86	80.617	23.234	0.20225	13.854	0	0	25.597	24.368	22.316	83.971	80.617	0	0.0060616	7.55E-06
10	5	100	10.87	10.989	11.111	11.236	11.364	10	10	10	10	10	0.1	0.27	0.225	0.18	0.135	0.09	1	1	1	2	2	2	2	1	1	1	0.1	2	5	0	0	28	20	13	66.189	72.62	6.9376	0.022602	13.624	0	23.733	21.838	17.209	11.946	81.168	76.808	24.038	0.19624	16.43	0	23.63	21.676	17.18	11.98	80.313	76.808	0	0.0061812	7.55E-06
